,path
240,../dataset/train/6/n04605572_11115_0.jpg
241,../dataset/train/6/n03450734_11917_0.jpg
242,../dataset/train/6/n03010795_3108_0.jpg
243,../dataset/train/6/n04097866_2898_0.jpg
244,../dataset/train/6/n03981340_1451_0.jpg
245,../dataset/train/6/n02807616_10537_0.jpg
246,../dataset/train/6/n03010795_4414_0.jpg
247,../dataset/train/6/n03010795_2059_0.jpg
248,../dataset/train/6/n03981340_216_0.jpg
249,../dataset/train/6/n03010795_7204_1.jpg
250,../dataset/train/6/n02807616_1985_0.jpg
251,../dataset/train/6/n04532106_471_0.jpg
252,../dataset/train/6/n02807616_11251_0.jpg
253,../dataset/train/6/n03617480_6274_0.jpg
254,../dataset/train/6/n02807616_10282_0.jpg
255,../dataset/train/6/n04605572_11012_0.jpg
256,../dataset/train/6/n03617480_2848_0.jpg
257,../dataset/train/6/n04605572_4641_0.jpg
258,../dataset/train/6/n04605572_1484_0.jpg
259,../dataset/train/6/n02807616_500_0.jpg
260,../dataset/train/6/n02667093_5746_0.jpg
261,../dataset/train/6/n04532106_9978_1.jpg
262,../dataset/train/6/n03981340_1905_1.jpg
263,../dataset/train/6/n03608504_560_0.jpg
264,../dataset/train/6/n03010795_2760_0.jpg
265,../dataset/train/6/n03835941_623_0.jpg
266,../dataset/train/6/n04097866_7326_1.jpg
267,../dataset/train/6/n03010795_6628_0.jpg
268,../dataset/train/6/n03617480_11418_0.jpg
269,../dataset/train/6/n02807616_17784_0.jpg
270,../dataset/train/6/n04097866_5142_0.jpg
271,../dataset/train/6/n02807616_7982_0.jpg
272,../dataset/train/6/n02807616_4557_0.jpg
273,../dataset/train/6/n02667093_5132_0.jpg
274,../dataset/train/6/n04097866_11196_0.jpg
275,../dataset/train/6/n04097866_12657_1.jpg
276,../dataset/train/6/n02667093_6376_0.jpg
277,../dataset/train/6/n02667093_1014_0.jpg
278,../dataset/train/6/n02807616_7256_0.jpg
279,../dataset/train/6/n03880129_1702_0.jpg
280,../dataset/train/6/n04097866_2431_0.jpg
281,../dataset/train/6/n02667093_6066_0.jpg
282,../dataset/train/6/n03981340_2167_0.jpg
283,../dataset/train/6/n02807616_52_0.jpg
284,../dataset/train/6/n04097866_1952_0.jpg
285,../dataset/train/6/n02807616_11087_0.jpg
286,../dataset/train/6/n03450734_14358_0.jpg
287,../dataset/train/6/n03617480_2919_0.jpg
288,../dataset/train/6/n03981340_796_0.jpg
289,../dataset/train/6/n02807616_1728_0.jpg
290,../dataset/train/6/n03450734_9163_2.jpg
291,../dataset/train/6/n02807616_35824_0.jpg
292,../dataset/train/6/n04532106_3401_0.jpg
293,../dataset/train/6/n04097866_5753_0.jpg
294,../dataset/train/6/n04532106_7755_1.jpg
295,../dataset/train/6/n02667093_2271_0.jpg
296,../dataset/train/6/n02667093_1833_0.jpg
297,../dataset/train/6/n04532106_498_0.jpg
298,../dataset/train/6/n02807616_9396_0.jpg
299,../dataset/train/6/n02667093_2013_1.jpg
300,../dataset/train/6/n04532106_2897_0.jpg
301,../dataset/train/6/n03617480_9652_0.jpg
302,../dataset/train/6/n04097866_5676_0.jpg
303,../dataset/train/6/n04364994_2552_0.jpg
304,../dataset/train/6/n03617480_7465_0.jpg
305,../dataset/train/6/n03781467_248_0.jpg
306,../dataset/train/6/n04532106_5999_1.jpg
307,../dataset/train/6/n03617480_6732_0.jpg
308,../dataset/train/6/n04097866_10930_0.jpg
309,../dataset/train/6/n03473966_20822_0.jpg
310,../dataset/train/6/n03010795_3147_0.jpg
311,../dataset/train/6/n03617480_5157_0.jpg
312,../dataset/train/6/n02667093_5825_0.jpg
313,../dataset/train/6/n02667093_1711_0.jpg
314,../dataset/train/6/n02807616_14415_0.jpg
315,../dataset/train/6/n02807616_6949_0.jpg
316,../dataset/train/6/n02667093_10463_0.jpg
317,../dataset/train/6/n02979516_2626_0.jpg
318,../dataset/train/6/n02979516_1245_0.jpg
319,../dataset/train/6/n02694966_4956_0.jpg
320,../dataset/train/6/n03617480_1303_0.jpg
321,../dataset/train/6/n04605572_979_0.jpg
322,../dataset/train/6/n04097866_679_0.jpg
323,../dataset/train/6/n03617480_7144_0.jpg
324,../dataset/train/6/n04605572_9609_0.jpg
325,../dataset/train/6/n04097866_4559_0.jpg
326,../dataset/train/6/n03010795_6366_0.jpg
327,../dataset/train/6/n03880129_775_0.jpg
328,../dataset/train/6/n03548930_3218_0.jpg
329,../dataset/train/6/n04097866_5279_0.jpg
330,../dataset/train/6/n04532106_10244_0.jpg
331,../dataset/train/6/n04532106_5961_0.jpg
332,../dataset/train/6/n03835941_1177_0.jpg
333,../dataset/train/6/n03474167_13795_0.jpg
334,../dataset/train/6/n02667093_4978_0.jpg
335,../dataset/train/6/n04532106_11784_0.jpg
336,../dataset/train/6/n02807616_9012_0.jpg
337,../dataset/train/6/n04097866_3690_1.jpg
338,../dataset/train/6/n02807616_15536_0.jpg
339,../dataset/train/6/n04605572_10971_0.jpg
340,../dataset/train/6/n04532106_9131_0.jpg
341,../dataset/train/6/n02667093_2079_0.jpg
342,../dataset/train/6/n03617480_12773_0.jpg
343,../dataset/train/6/n02667093_1112_0.jpg
344,../dataset/train/6/n03617480_659_0.jpg
345,../dataset/train/6/n03880129_1082_0.jpg
346,../dataset/train/6/n02807616_16387_0.jpg
347,../dataset/train/6/n03617480_6495_0.jpg
348,../dataset/train/6/n03474167_11662_0.jpg
349,../dataset/train/6/n03617480_5866_0.jpg
350,../dataset/train/6/n04532106_1018_0.jpg
351,../dataset/train/6/n04532106_4125_0.jpg
352,../dataset/train/6/n04364994_5943_0.jpg
353,../dataset/train/6/n02807616_3942_0.jpg
354,../dataset/train/6/n04097866_15318_0.jpg
355,../dataset/train/6/n02667093_6441_0.jpg
356,../dataset/train/6/n04532106_10755_0.jpg
357,../dataset/train/6/n04532106_9287_0.jpg
358,../dataset/train/6/n03010795_580_1.jpg
359,../dataset/train/6/n03010795_7904_0.jpg
360,../dataset/train/6/n04097866_2850_0.jpg
361,../dataset/train/6/n04605572_9529_0.jpg
362,../dataset/train/6/n04532106_310_0.jpg
363,../dataset/train/6/n03010795_2528_0.jpg
364,../dataset/train/6/n02694966_2_0.jpg
365,../dataset/train/6/n03548930_9418_0.jpg
366,../dataset/train/6/n04532106_4461_0.jpg
367,../dataset/train/6/n02979516_4669_0.jpg
368,../dataset/train/6/n04532106_1204_0.jpg
369,../dataset/train/6/n03981340_3305_0.jpg
370,../dataset/train/6/n04532106_5452_0.jpg
371,../dataset/train/6/n02807616_5736_0.jpg
372,../dataset/train/6/n02807616_7034_0.jpg
373,../dataset/train/6/n03835941_1115_0.jpg
374,../dataset/train/6/n03617480_12180_0.jpg
375,../dataset/train/6/n02807616_13188_0.jpg
376,../dataset/train/6/n04532106_5689_0.jpg
377,../dataset/train/6/n04532106_3292_0.jpg
378,../dataset/train/6/n02807616_1762_0.jpg
379,../dataset/train/6/n04605572_4870_0.jpg
380,../dataset/train/6/n03617480_2191_0.jpg
381,../dataset/train/6/n03835941_479_0.jpg
382,../dataset/train/6/n04364994_5827_0.jpg
383,../dataset/train/6/n03981340_4516_0.jpg
384,../dataset/train/6/n04532106_6559_0.jpg
385,../dataset/train/6/n03263338_1402_0.jpg
386,../dataset/train/6/n03548930_11084_1.jpg
387,../dataset/train/6/n03981340_124_0.jpg
388,../dataset/train/6/n04097866_6464_0.jpg
389,../dataset/train/6/n02807616_2930_0.jpg
390,../dataset/train/6/n02694966_1172_0.jpg
391,../dataset/train/6/n02667093_2459_0.jpg
392,../dataset/train/6/n04532106_10212_0.jpg
393,../dataset/train/6/n04532106_6229_0.jpg
394,../dataset/train/6/n02807616_11481_0.jpg
395,../dataset/train/6/n03010795_8089_0.jpg
396,../dataset/train/6/n04097866_10314_0.jpg
397,../dataset/train/6/n02667093_3864_0.jpg
398,../dataset/train/6/n03450734_1288_0.jpg
399,../dataset/train/6/n04097866_12597_1.jpg
400,../dataset/train/6/n03880129_1320_0.jpg
401,../dataset/train/6/n02979516_8490_0.jpg
402,../dataset/train/6/n03981340_3702_0.jpg
403,../dataset/train/6/n03450734_10599_0.jpg
404,../dataset/train/6/n02667093_1528_0.jpg
405,../dataset/train/6/n03010795_3545_0.jpg
406,../dataset/train/6/n02807616_7628_0.jpg
407,../dataset/train/6/n04532106_11280_0.jpg
408,../dataset/train/6/n03010795_7467_0.jpg
409,../dataset/train/6/n04097866_5581_0.jpg
410,../dataset/train/6/n02667093_945_0.jpg
411,../dataset/train/6/n04097866_8090_0.jpg
412,../dataset/train/6/n04364994_4775_0.jpg
413,../dataset/train/6/n03617480_7620_0.jpg
414,../dataset/train/6/n03474167_8534_0.jpg
415,../dataset/train/6/n03010795_4515_0.jpg
416,../dataset/train/6/n03010795_2381_0.jpg
417,../dataset/train/6/n03617480_2647_0.jpg
418,../dataset/train/6/n02667093_3049_0.jpg
419,../dataset/train/6/n04605572_4333_0.jpg
420,../dataset/train/6/n04532106_4509_0.jpg
421,../dataset/train/6/n04264233_505_0.jpg
422,../dataset/train/6/n03010795_8126_0.jpg
423,../dataset/train/6/n02807616_2818_0.jpg
424,../dataset/train/6/n03548930_7707_0.jpg
425,../dataset/train/6/n04097866_1751_0.jpg
426,../dataset/train/6/n02979516_3223_0.jpg
427,../dataset/train/6/n04097866_5237_0.jpg
428,../dataset/train/6/n03010795_90_0.jpg
429,../dataset/train/6/n04532106_10690_0.jpg
430,../dataset/train/6/n02807616_9480_0.jpg
431,../dataset/train/6/n04097866_7350_0.jpg
432,../dataset/train/6/n03617480_82_0.jpg
433,../dataset/train/6/n02979516_10345_0.jpg
434,../dataset/train/6/n03880129_4331_0.jpg
435,../dataset/train/6/n03010795_7265_1.jpg
436,../dataset/train/6/n03617480_2714_0.jpg
437,../dataset/train/6/n04532106_9920_0.jpg
438,../dataset/train/6/n03450734_7794_0.jpg
439,../dataset/train/6/n04532106_7791_0.jpg
440,../dataset/train/6/n03450734_22503_0.jpg
441,../dataset/train/6/n03880129_2248_0.jpg
442,../dataset/train/6/n02667093_3601_0.jpg
443,../dataset/train/6/n02667093_3013_0.jpg
444,../dataset/train/6/n03010795_85_0.jpg
445,../dataset/train/6/n02807616_17543_0.jpg
446,../dataset/train/6/n03010795_3810_0.jpg
447,../dataset/train/6/n02807616_17662_0.jpg
448,../dataset/train/6/n02807616_17080_0.jpg
449,../dataset/train/6/n03450734_5139_0.jpg
450,../dataset/train/6/n02667093_1768_0.jpg
451,../dataset/train/6/n03474167_13127_0.jpg
452,../dataset/train/6/n04605572_8789_0.jpg
453,../dataset/train/6/n04605572_4960_0.jpg
454,../dataset/train/6/n04605572_10968_0.jpg
455,../dataset/train/6/n03617480_375_0.jpg
456,../dataset/train/6/n02807616_5620_0.jpg
457,../dataset/train/6/n04097866_10163_0.jpg
458,../dataset/train/6/n03617480_12796_0.jpg
459,../dataset/train/6/n02807616_12991_1.jpg
460,../dataset/train/6/n04532106_857_0.jpg
461,../dataset/train/6/n04532106_5838_0.jpg
462,../dataset/train/6/n02667093_2232_0.jpg
463,../dataset/train/6/n02807616_7321_0.jpg
464,../dataset/train/6/n03617480_5239_0.jpg
465,../dataset/train/6/n03617480_5971_0.jpg
466,../dataset/train/6/n03617480_19150_0.jpg
467,../dataset/train/6/n02667093_4984_0.jpg
468,../dataset/train/6/n04097866_6919_0.jpg
469,../dataset/train/6/n03548930_11731_0.jpg
470,../dataset/train/6/n04097866_5801_0.jpg
471,../dataset/train/6/n04364994_6000_0.jpg
472,../dataset/train/6/n04605572_4858_0.jpg
473,../dataset/train/6/n04097866_5348_0.jpg
474,../dataset/train/6/n03010795_1012_0.jpg
475,../dataset/train/6/n02667093_4610_0.jpg
476,../dataset/train/6/n03617480_971_0.jpg
477,../dataset/train/6/n04097866_9179_0.jpg
478,../dataset/train/6/n03010795_3289_0.jpg
479,../dataset/train/6/n03617480_7760_0.jpg
480,../dataset/train/6/n04097866_6237_0.jpg
481,../dataset/train/6/n03880129_3237_0.jpg
482,../dataset/train/6/n03880129_3108_0.jpg
483,../dataset/train/6/n02807616_14687_0.jpg
484,../dataset/train/6/n02807616_17661_0.jpg
485,../dataset/train/6/n03263338_1003_0.jpg
486,../dataset/train/6/n03617480_9649_0.jpg
487,../dataset/train/6/n04532106_2395_0.jpg
488,../dataset/train/6/n03835941_1074_0.jpg
489,../dataset/train/6/n04097866_5536_0.jpg
490,../dataset/train/6/n04097866_1217_0.jpg
491,../dataset/train/6/n03010795_7388_0.jpg
492,../dataset/train/6/n02667093_3588_0.jpg
493,../dataset/train/6/n04605572_6416_0.jpg
494,../dataset/train/6/n02667093_785_0.jpg
495,../dataset/train/6/n04532106_16852_0.jpg
496,../dataset/train/6/n03981340_416_0.jpg
497,../dataset/train/6/n04532106_4564_0.jpg
498,../dataset/train/6/n03010795_6175_1.jpg
499,../dataset/train/6/n02667093_6277_0.jpg
500,../dataset/train/6/n02979516_8167_0.jpg
501,../dataset/train/6/n02979516_14158_0.jpg
502,../dataset/train/6/n03010795_4629_0.jpg
503,../dataset/train/6/n03617480_6966_1.jpg
504,../dataset/train/6/n02807616_13034_0.jpg
505,../dataset/train/6/n04097866_3887_0.jpg
506,../dataset/train/6/n04364994_2746_0.jpg
507,../dataset/train/6/n04097866_11340_0.jpg
508,../dataset/train/6/n03450734_7522_0.jpg
509,../dataset/train/6/n03981340_970_1.jpg
510,../dataset/train/6/n03010795_6410_0.jpg
511,../dataset/train/6/n04364994_2388_1.jpg
512,../dataset/train/6/n03617480_6682_0.jpg
513,../dataset/train/6/n02807616_8067_0.jpg
514,../dataset/train/6/n02807616_10677_0.jpg
515,../dataset/train/6/n03450734_6011_0.jpg
516,../dataset/train/6/n03474167_1205_0.jpg
517,../dataset/train/6/n03981340_2165_0.jpg
518,../dataset/train/6/n04264233_1673_0.jpg
519,../dataset/train/6/n03981340_1769_0.jpg
520,../dataset/train/6/n03880129_739_0.jpg
521,../dataset/train/6/n02694966_4993_0.jpg
522,../dataset/train/6/n04097866_1612_0.jpg
523,../dataset/train/6/n03010795_109_0.jpg
524,../dataset/train/6/n02667093_387_0.jpg
525,../dataset/train/6/n02807616_23234_0.jpg
526,../dataset/train/6/n02667093_1218_0.jpg
527,../dataset/train/6/n04605572_5110_0.jpg
528,../dataset/train/6/n04605572_10710_0.jpg
529,../dataset/train/6/n02979516_6665_0.jpg
530,../dataset/train/6/n04264233_1129_0.jpg
531,../dataset/train/6/n04532106_9594_0.jpg
532,../dataset/train/6/n04532106_17434_0.jpg
533,../dataset/train/6/n03617480_2507_0.jpg
534,../dataset/train/6/n04532106_7116_1.jpg
535,../dataset/train/6/n03617480_5150_0.jpg
536,../dataset/train/6/n04605572_1712_0.jpg
537,../dataset/train/6/n04605572_11358_0.jpg
538,../dataset/train/6/n04605572_7061_0.jpg
539,../dataset/train/6/n04264233_2558_0.jpg
540,../dataset/train/6/n02694966_2712_0.jpg
541,../dataset/train/6/n03474167_5895_0.jpg
542,../dataset/train/6/n04532106_7271_2.jpg
543,../dataset/train/6/n02807616_7768_0.jpg
544,../dataset/train/6/n03981340_2345_0.jpg
545,../dataset/train/6/n02979516_7668_0.jpg
546,../dataset/train/6/n03617480_8488_0.jpg
547,../dataset/train/6/n04097866_7249_0.jpg
548,../dataset/train/6/n04097866_6395_0.jpg
549,../dataset/train/6/n03981340_217_1.jpg
550,../dataset/train/6/n03617480_2648_0.jpg
551,../dataset/train/6/n04605572_10798_0.jpg
552,../dataset/train/6/n02807616_3475_1.jpg
553,../dataset/train/6/n03617480_1874_0.jpg
554,../dataset/train/6/n02979516_1848_0.jpg
555,../dataset/train/6/n03010795_7778_0.jpg
556,../dataset/train/6/n03450734_1688_0.jpg
557,../dataset/train/6/n02979516_7020_0.jpg
558,../dataset/train/6/n02667093_1337_0.jpg
559,../dataset/train/6/n02807616_13912_0.jpg
560,../dataset/train/6/n02979516_345_0.jpg
561,../dataset/train/6/n04097866_593_0.jpg
